ft_case_id,transaction_id,account_num,loss_dt,reported_dt,fraud_type_cd,gross_fraud_amt,merchant_credit_amt,net_fraud_amt,chargeback_amt,chargeback_cnt,total_transaction_cnt,external_status_desc,case_narrative,loss_type_desc
case_0000994,txn_00032744,acct_0000027,2026-03-22,2026-04-05,ATO,143.16,41.2,101.96,88.37,0,2,Fraud Case Resolved - Account Restored,Account takeover in Florida; hackers purchased $500 in gift cards after intercepting account recovery emails.,Net
case_0000995,txn_00032766,acct_0001937,2026-01-21,2026-02-01,CTF,66.54,4.19,62.35,22.51,1,7,Potential Fraud - Customer Contacted,"Fraud detected in Russia; $1,000 stolen from a credit card following an account takeover.",Gross
case_0000996,txn_00032773,acct_0002579,2026-01-14,2026-02-01,FPF,346.51,104.77,241.74,259.37,2,8,Fraudulent Activity - Account Suspended,"Examined a $700 online gaming purchase in Canada, attributed to friendly fraud with multiple disputes from the cardholder.",Net
case_0000997,txn_00032863,acct_0000413,2026-03-27,2026-04-09,LST,94.58,4.25,90.33,78.09,1,10,Fraud Investigation - Awaiting Customer Response,"A cardholder in Italy found a $600 unauthorized charge at a local restaurant in New York, connected to a card reported lost while traveling.",Net
case_0000998,txn_00032883,acct_0003979,2026-02-17,2026-02-21,ATO,27.17,12.85,14.32,11.16,1,10,Confirmed Fraud - Chargeback Filed,"Detected a $4,200 purchase in Berlin from a counterfeit card; linked to a recent data leak in a major retail chain.",Net
case_0000999,txn_00032903,acct_0000853,2026-01-22,2026-01-23,ATO,363.89,17.59,346.3,13.46,3,5,Suspicious Activity - Temporary Hold Placed,"A $2,100 transaction in Houston confirmed as counterfeit; investigation led to a local skimming operation targeting debit card users.",Recovered
case_0001000,txn_00032925,acct_0000272,2026-02-19,2026-02-20,CTF,554.97,240.28,314.69,487.12,3,11,Confirmed Fraud - Chargeback Filed,A $750 transaction in Boston identified as fraudulent after customer complaints of a skimming device at a nearby ATM.,Gross
case_0001001,txn_00032937,acct_0004020,2026-03-16,2026-03-23,FPF,59.08,1.46,57.62,17.93,3,5,Fraud Investigation - Awaiting Customer Response,"A stolen card was used for a $700 online purchase in Italy, with the cardholder in Chicago reporting it lost during a recent trip.",Net
case_0001002,txn_00032976,acct_0001718,2026-03-02,2026-03-08,CTF,43.99,12.8,31.19,39.47,0,8,Potential Fraud - Customer Contacted,Victim in Saudi Arabia reported a SIM swap; $800 drained via online banking transactions.,Net
case_0001003,txn_00033002,acct_0000058,2026-02-12,2026-02-21,LST,73.85,8.41,65.44,49.61,2,11,Fraud Alert - Transaction Declined,"Reviewed a $900 charge for concert tickets in Japan, suspected to be friendly fraud as the cardholder denied the transaction.",Recovered
case_0001004,txn_00033016,acct_0002930,2026-03-31,2026-04-14,FPF,197.93,100.11,97.82,124.6,1,1,Suspicious Activity - Temporary Hold Placed,Fraud detected in Malaysia; unauthorized charges of $950 made after account takeover through phishing.,Recovered
case_0001005,txn_00033060,acct_0004158,2026-03-13,2026-03-27,CNP,367.33,197.27,170.06,302.86,0,11,Fraud Review Completed - No Action Needed,"A $1,200 transaction flagged in Phoenix as suspicious; linked to skimming operations targeting tourists at local attractions.",Recovered
case_0001006,txn_00033079,acct_0001811,2026-02-18,2026-03-08,FPF,444.79,25.56,419.23,204.62,3,9,Fraud Review Completed - No Action Needed,"Fraud detected in Russia; $1,000 stolen from a credit card following an account takeover.",Net
case_0001007,txn_00033084,acct_0001518,2026-03-16,2026-03-19,LST,430.48,126.3,304.18,275.5,2,7,Fraud Suspected - Investigation Ongoing,"A $2,100 transaction in Houston confirmed as counterfeit; investigation led to a local skimming operation targeting debit card users.",Gross
case_0001008,txn_00033107,acct_0000194,2026-03-24,2026-03-29,FPF,147.87,51.47,96.4,92.97,1,9,Confirmed Fraud - Refund Process Initiated,"Investigated $250 online transaction for health supplements from a retailer in India, linked to a card that was recently involved in a data breach.",Recovered
case_0001009,txn_00033124,acct_0004060,2026-01-20,2026-01-22,ATO,67.57,5.74,61.83,17.57,0,8,Fraud Suspected - Investigation Ongoing,"The cardholder in Australia discovered a $600 charge at an overseas retailer, claiming their card was lost during a recent business trip.",Recovered
case_0001010,txn_00033168,acct_0001148,2026-03-13,2026-03-23,FPF,205.72,4.75,200.97,180.49,0,7,Fraud Confirmed - No Chargeback Filed,"The investigation revealed a lost card was used in a $400 online transaction from a UK website, flagged by the customer in New York.",Recovered
case_0001011,txn_00033179,acct_0004314,2026-03-06,2026-03-24,CNP,80.75,17.93,62.82,4.08,0,2,Fraud Case Resolved - Account Restored,Fraud case in South Africa; account takeover led to $650 in online shopping before detection.,Net
case_0001012,txn_00033187,acct_0002496,2026-02-12,2026-02-27,LST,53.55,20.39,33.16,11,3,10,Fraudulent Transaction - Account Closed,"Uncovered $175 purchase of sports equipment from an e-commerce site in Australia, associated with a credit card reported stolen in the U.S.",Recovered
case_0001013,txn_00033225,acct_0000763,2026-03-13,2026-03-16,BUS,60.76,3.22,57.54,26.99,0,4,Confirmed Fraud - Refund Process Initiated,"Detected $600 fraudulent charge for vacation rental in Greece, traced back to a cardholder's account compromised during a prior data breach.",Recovered
case_0001014,txn_00033226,acct_0003186,2026-02-27,2026-03-10,LST,468.16,121.19,346.97,283.46,2,4,Fraud Suspected - Investigation Ongoing,"Opened investigation for $300 online purchase of jewelry from a retailer in Dubai, linked to a card reported lost in Australia.",Net
case_0001015,txn_00033300,acct_0000789,2026-01-28,2026-02-08,FPF,177.69,3.03,174.66,72.97,1,1,Suspicious Activity - Temporary Hold Placed,"SIM swap case in Japan; fraudulent transactions worth $4,000 traced to an overseas IP address.",Gross
case_0001016,txn_00033361,acct_0003265,2026-03-25,2026-04-12,CTF,39.38,13.9,25.48,28.56,3,5,Fraud Confirmed - No Chargeback Filed,"Detected a $1,000 luxury watch purchase from a dealer in Switzerland, originating from a card flagged for suspicious overseas activity.",Recovered
case_0001017,txn_00033397,acct_0000860,2026-02-20,2026-03-01,FPF,299.3,14.74,284.56,175.26,3,2,Fraudulent Activity - Account Suspended,"A cardholder in Florida flagged a $700 transaction in a local shop as fraudulent, linked to a card reported lost while vacationing in the Bahamas.",Gross
case_0001018,txn_00033398,acct_0003705,2026-03-13,2026-04-02,FPF,298.54,134.5,164.04,15.62,0,7,Suspicious Activity - Temporary Hold Placed,Fraudulent SIM swap in Canada led to $850 transfer from a victim's bank account; investigation ongoing to trace the source.,Net
case_0001019,txn_00033439,acct_0001517,2026-01-21,2026-01-30,BUS,195.49,82.45,113.04,7.79,2,4,Suspicious Activity - Temporary Hold Placed,"Investigation into a $2,000 online purchase revealed the use of a counterfeit card traced to a skimming incident in Miami.",Recovered
case_0001020,txn_00033442,acct_0001162,2026-01-12,2026-01-12,ATO,22.56,5.06,17.5,11.49,0,1,Fraud Alert - Transaction Declined,"A $1,100 transaction in Seattle was flagged as counterfeit; related to a skimming device discovered on a local ATM.",Net
case_0001021,txn_00033489,acct_0001121,2026-03-11,2026-03-31,CNP,646.03,185.11,460.92,411.69,0,1,Suspicious Activity - Temporary Hold Placed,A fraudulent charge of $600 at a clothing store in the UK was connected to a card reported lost by a customer from Florida.,Recovered
case_0001022,txn_00033515,acct_0002255,2026-01-10,2026-01-23,CNP,113.79,53.12,60.67,85.29,3,3,Fraud Case Resolved - Account Restored,The investigation into a $350 charge at a cafe in Toronto revealed it was linked to a stolen card reported lost by a customer in Ohio.,Recovered
case_0001023,txn_00033522,acct_0002562,2026-02-27,2026-03-06,BUS,744.96,199,545.96,135.73,3,1,Fraud Investigation - Awaiting Customer Response,"A stolen card was used for a $450 purchase at a hotel in Dubai, reported lost by a cardholder from New York shortly before the charge.",Recovered
case_0001024,txn_00033573,acct_0002286,2026-03-10,2026-03-16,BUS,29.01,5.54,23.47,4.38,0,2,Fraud Case Resolved - Account Restored,SIM swap case in Ireland; $900 lost from banking account before the victim could react.,Recovered
case_0001025,txn_00033591,acct_0004242,2026-02-12,2026-02-15,ATO,571.67,196.71,374.96,199,3,1,Fraudulent Transaction - Account Closed,A fraudulent charge of $600 at a clothing store in the UK was connected to a card reported lost by a customer from Florida.,Gross
case_0001026,txn_00033614,acct_0001049,2026-03-05,2026-03-15,CTF,138.5,15.81,122.69,64.98,0,5,Confirmed Fraud - Chargeback Filed,"UK resident experienced account takeover; $3,000 in luxury goods purchased online after personal information was compromised via data breach.",Net
case_0001027,txn_00033689,acct_0003142,2026-01-19,2026-01-19,LST,43.44,3.35,40.09,19.42,2,2,Fraud Review Completed - No Action Needed,"A cardholder in Illinois flagged a $450 charge at a restaurant in Thailand as fraudulent, linked to a card reported lost during their vacation.",Gross
case_0001028,txn_00033790,acct_0002060,2026-02-05,2026-02-15,ATO,4354.28,1457.11,2897.17,1861.31,3,9,Fraud Suspected - Investigation Ongoing,"Reviewed a $1,900 hotel stay in France, suspected to be part of a first-party fraud case with conflicting cardholder claims.",Recovered
case_0001029,txn_00033928,acct_0000364,2026-01-21,2026-02-03,LST,492.7,128.05,364.65,369.53,2,9,Fraud Review Completed - No Action Needed,"Detected unauthorized online purchase of $150 from an electronics retailer in Germany, linked to a compromised account in the U.S.",Recovered
case_0001030,txn_00033961,acct_0003175,2026-03-27,2026-03-29,FPF,757.12,7.32,749.8,562.68,2,7,Fraudulent Transaction - Account Closed,"A $1,700 transaction in Lisbon traced back to counterfeit cards; investigation revealed a local syndicate involved in skimming activities.",Net
case_0001031,txn_00033972,acct_0004353,2026-01-16,2026-01-18,BUS,935.07,121.86,813.21,25.6,3,6,Fraudulent Activity - Account Suspended,"Examined a $700 online gaming purchase in Canada, attributed to friendly fraud with multiple disputes from the cardholder.",Gross
case_0001032,txn_00034012,acct_0002627,2026-02-12,2026-02-13,CNP,55.81,17.59,38.22,0.25,3,6,Fraud Confirmed - No Chargeback Filed,"Examined a $700 online gaming purchase in Canada, attributed to friendly fraud with multiple disputes from the cardholder.",Gross
case_0001033,txn_00034098,acct_0002838,2026-03-13,2026-03-13,LST,304.99,162.36,142.63,132.38,0,7,Potential Fraud - Customer Contacted,"A cardholder in Florida flagged a $700 transaction in a local shop as fraudulent, linked to a card reported lost while vacationing in the Bahamas.",Net
case_0001034,txn_00034118,acct_0004022,2026-01-25,2026-01-25,LST,53.04,26.79,26.25,36.87,1,2,Fraud Confirmed - No Chargeback Filed,"Detected $400 purchase of furniture from an online retailer in France, linked to a cardholder’s account breached in an overseas hack.",Net
case_0001035,txn_00034140,acct_0004328,2026-01-05,2026-01-13,LST,1263.27,235.78,1027.49,115.53,2,11,Confirmed Fraud - Chargeback Filed,"Detected unauthorized online purchase of $150 from an electronics retailer in Germany, linked to a compromised account in the U.S.",Net
case_0001036,txn_00034188,acct_0001437,2026-03-15,2026-03-23,BUS,111.6,13.06,98.54,63.66,3,2,Fraud Alert - Transaction Declined,A $650 transaction flagged as suspicious in Chicago; found to be linked to a skimming device installed on an ATM.,Net
case_0001037,txn_00034200,acct_0002415,2026-02-27,2026-03-17,CTF,208.67,77.51,131.16,130.14,1,8,Fraudulent Transaction - Account Closed,"Investigation initiated for $250 e-commerce purchase of cosmetics from an online store in Spain, traced to a compromised credit card in Mexico.",Gross
case_0001038,txn_00034216,acct_0004629,2026-01-05,2026-01-21,CTF,107.87,60.82,47.05,67.31,0,4,Fraud Investigation - Awaiting Customer Response,"Uncovered $600 unauthorized online purchase of a smartphone from a retailer in the U.K., originating from a card flagged for suspicious activity.",Net
case_0001039,txn_00034259,acct_0002451,2026-01-21,2026-01-21,BUS,193.71,4.5,189.21,142.3,2,2,Fraud Confirmed - No Chargeback Filed,"Analyzed $500 overseas purchase of software licenses from a Chinese vendor, originating from a card reported lost in France.",Gross
case_0001040,txn_00034307,acct_0000997,2026-03-17,2026-04-01,CTF,283.87,38.68,245.19,41.21,0,5,Confirmed Fraud - Chargeback Filed,"Identified a $4,500 withdrawal from an ATM in Dubai, connected to a bust-out scheme involving compromised personal information.",Net
case_0001041,txn_00034310,acct_0002531,2026-01-26,2026-02-07,BUS,233.97,34.16,199.81,175.55,0,10,Fraud Alert - Transaction Declined,"An investigation showed a stolen card was used for a $350 transaction at a hotel in London, reported lost by a traveler from Texas.",Recovered
case_0001042,txn_00034336,acct_0001515,2026-03-09,2026-03-26,CNP,416.98,237.32,179.66,264.04,0,4,Fraudulent Transaction - Account Closed,"SIM swap incident in Sweden; $1,500 transferred to a fraudulent account after successful takeover.",Gross
case_0001043,txn_00034361,acct_0002475,2026-03-25,2026-04-14,ATO,268.12,123.66,144.46,217.47,3,6,Fraud Case Resolved - Account Restored,"SIM swap case in Spain; $2,200 lost to fraudulent investment scheme after access gained to personal accounts.",Gross
case_0001044,txn_00034386,acct_0003516,2026-03-13,2026-03-23,CTF,50.94,23.87,27.07,8.39,0,9,Suspicious Activity - Temporary Hold Placed,"Fraudulent transaction in the Philippines; account takeover resulted in $1,100 worth of electronics purchased online.",Recovered
case_0001045,txn_00034398,acct_0000363,2026-02-22,2026-03-01,CTF,408.2,112.88,295.32,224.95,1,5,Fraud Suspected - Investigation Ongoing,A fraudulent charge of $800 at a casino in Las Vegas was flagged against a lost card reported by a customer visiting from Canada.,Recovered
case_0001046,txn_00034413,acct_0004737,2026-01-06,2026-01-20,ATO,98.23,32.72,65.51,33.46,1,2,Fraud Suspected - Investigation Ongoing,A fraudulent charge of $150 at a gas station in Texas was linked to a stolen card reported by the owner from an overseas vacation.,Net
case_0001047,txn_00034438,acct_0004809,2026-02-19,2026-03-11,ATO,32.84,0.23,32.61,12.68,2,8,Suspicious Activity - Temporary Hold Placed,"Identified suspicious $300 charge for fashion items on a UK website, linked to multiple accounts registered with the same email in the U.S.",Gross
case_0001048,txn_00034440,acct_0001515,2026-02-18,2026-02-21,FPF,118.63,35.27,83.36,105.44,1,5,Fraud Review Completed - No Action Needed,"Fraudulent transaction in the Philippines; account takeover resulted in $1,100 worth of electronics purchased online.",Gross
case_0001049,txn_00034450,acct_0001187,2026-02-19,2026-02-25,ATO,379.71,202.59,177.12,71.39,0,3,Fraud Case Resolved - Account Restored,"Detected $1,800 worth of fraudulent travel bookings in Europe, linked to a first-party fraud case with multiple chargebacks.",Recovered
case_0001050,txn_00034452,acct_0002862,2026-02-19,2026-02-28,BUS,209.96,0.72,209.24,184.14,1,11,Fraud Investigation - Awaiting Customer Response,"Uncovered $175 purchase of sports equipment from an e-commerce site in Australia, associated with a credit card reported stolen in the U.S.",Gross
